Part5,Labor_Cost_USD,Part_Cost_USD,Days_To_Fail_MinZero,Miles_To_Fail,Customer_Complaint,PROBLEM,Target
46101,275.88,246.09,35,943,CUST STATES THE BRAKE LIGHT IS ON AND ALSO OTHER LIGHT ISSTAYING ON THE DASH - CHECK AND ADVISE,Unconfirmed,0
46101,220.5,246.09,18,579,"CUSTOMER STATES TRAC CONROL, BRAKE LIGHT AND ABS LIGHTS ARE ALL ON, AND STATES BRAKE FLUID LOOKS LOW.",Unconfirmed,0
46100,144,163.37,465,21196,CUSTOMER STATES VEHICLE IS TAKING LONGER TO STOP. FEELS ASTHOUGH SHE NEEDS TO SLAM ON THE BRAKE PEDAL. THERE IS A SCREECHING SOUND WHEN BRAKING. CK AND ADVISE.,Confirmed,1
46100,175.5,208.03,0,10,VEHICLE HAS NO BRAKES. INSTALL SOP,Possible,1
46100,236.57,108.6,438,16971,CUSTOMER STATES IT IS HARD TO PRESS ON THE BRAKES,Possible,1
46100,165,166.89,224,4507,BRAKE CONCERN...C/S BRAKE PEDAL IS HARD AND WHEN PUMPING THEY HERE AN AIR LEAK; AND ALSO THE STEERING GOT HARDER TOTURN... PLEASE ADVISE FOUND MASTER CULINDER DISINTEGRATED R/R VACUUM BOOSTER,Possible,1
46100,115.25,112.14,0,6,"CAR HAS NO BRAKES ,DIAGNOSE AND REPAIR",Possible,1
46100,286,170.17,0,5,VEHICLE CAME IKN OFF OF TRUCK WITH THE BRAKES BARLEY BRAKING,Possible,1
46100,205,242.25,303,9686,CUSTOMER STATES THE VEHICLE WAS MOVING FORWARD AT A STOP WITH THE BRAKE PRESSED. HAD TO PULL THE EMERGENCY BRAKE TO KEEP FROM ROLLING INTO ANOTHER CAR,Possible,1
46100,95.4,197.56,637,14986,CUSTOMER STATES,Unconfirmed,0
46100,171.6,210.11,0,12,"THE DASH IS LIT UP, BRAKES MAKING NOISE.",Unconfirmed,0
46100,218.6,197.56,620,21233,CUSTOMER STATES THERE ARE 4 DIFFERENT LIGHTS ON. THE HILLASSIST EPS TSA AND VSA. LIGHTW WERE NOT ON WHEN VEHICLE ARRIVED FOR SERVICE BUT THEY CAME ON IN THE MIDDLE OF HER DRIVE AT A STOP LIGHT. PLEASE CHECK AND ADVISE. BRAKE PEDALISSTICKING.,Unconfirmed,0
46100,0,232.09,863,64255,REPLACE BRAKE MASTER CYLINDER,Unconfirmed,0
46100,251.06,185.25,185,7833,-PLUSIEURS TEMOINS ALLUMES DS DASH  MAIS VEH. VA BIEN,Unconfirmed,0
46100,235.2,150.36,0,10,"WHEN PERFORMING THE PDI THE TECH FOUND A BRAKE FLUID LEAK,NO BRAKE FLUID IN RESERVOIR, TECH REMOVED THE MASTER CYL  AND FOUND INTERNAL FAILURE OF THE MASTER CYL, IT WAS LEAKING ON THE BRAKE BOOSTER, REPLACED MASTER CYL, BRK BOOSTER,TEST DR, ALL GOOD",Unconfirmed,0
46100,164.5,231.01,591,10884,BRAKE/TRAC/STEERING LIGHT ON,Unconfirmed,0
46100,132,167.38,975,19264,CUSTOMER STATES BRAKE PEDAL FEELS SOFT WHEN BRAKING AND GOES VERY CLOSE TO THE FLOOR BEFORE STOPPING;INTERNAL FAILURE OF MASTER AND BRAKE BOOSTER; REPLACE MASTER AND BRAKE BOOSTER,Unconfirmed,0
46100,429.14,121.32,804,17784,LOW BRAKE FLUID WARNING LIGHT COMING ON,Unconfirmed,0
46100,84,56.36,320,4125,CUSTOMER STATES CHECK ENGINE LIGHT IS ON,Unconfirmed,0
46100,151.2,200.56,222,6339,PER DIAGNOSIS FROM JOB LINE NUMBER 1.  REPLACE MASTER CYCLINDER AND BRAKE BOOSTER ASSEMBLY.,Unconfirmed,0
46100,202.5,203.84,378,11773,T/N VACUUM BOOSTER   REPLACE DUE TO INTERNAL FAILURE,Unconfirmed,0
46100,104,253.81,736,23955,CUSTOMER STATES THE BRAKE LIGHT/VSA/AND ABS LIGHTS ARE ALLON - CHECK AND ADVISE,Unconfirmed,0
46100,204,166.53,291,14136,CUSTOMER STATES VEHICLE BRAKE LIGHT KEEPS COMING ON,Unconfirmed,0
46100,426.87,182.95,385,21675,ALL LIGHTS ARE ON,Unconfirmed,0
46100,120,174.46,687,19604,C/S: CUSTOMER STATES THERES A SQUEAKING NOISE FROM THE FRONT OF CAR. CK FRT CALIPERS....,Unconfirmed,0
46100,342.9,171.73,64,1401,CUSTOMER STATES LOW BRAKE FLUID MESSAGE CAME UP ON THE SCREE N. THIS WILL COME ON DURING HARDER BRAKING WHEN COMINGTO FULL STOP. CHECK AND ADVISE.,Unconfirmed,0
46100,143,207.64,215,4101,CUSTOMER STATES THAT THE VEHICLE`S E-BRAKE LIGHT COMES ONWHILE DRIVING. CHECK AND ADVISE.,Unconfirmed,0
46100,197.72,171.51,489,28780,MULTIPLE CHECK ENGINE AND WARNING LIGHTS ON DASH,Unconfirmed,0
46100,269.62,171.51,494,28780,CHECK ENGINE LIGHT AND MULTIPLE WARNING LIGHTS ON DASH,Unconfirmed,0
46100,222,207.3,204,11985,CUST STATES THERE IS A STRANGE NOISE WHEN FIRST DRIVING THE VEHICLE,Unconfirmed,0
46100,132,197.56,145,4021,CUSTOMER STATES BRAKE VEHICLE IS LEAKING BRAKE FLUID AT THE MASTER CYLINDER,Unconfirmed,0
46100,92,174.37,198,2622,"CUSTOMER STATES SYSTEM FAILURE ABS, VSA, EPS, BRAKE SYSTEM, CHECK/ADVISE",Unconfirmed,0
46100,187,224.27,726,30231,CUSTOMER STATES THAT THE BRAKE PEDAL IS MAKING NOI SE INSTALL SPECIAL ORDERED PARTS,Unconfirmed,0
46100,301.45,94.83,215,2515,REPLACE BRAKE MASTER CYLINDER -- SOR 11690 FLUID LEAKING  BRAKE BOOSTER ORDERED,Unconfirmed,0
46100,96,200.56,261,23192,CUSTOMER STATES C/S: LOOSING BRAKE FLUID  HAD TO ADD BRAKEFLUID TWICE,Unconfirmed,0
46100,143,197.56,326,8247,REPLACE MASTER CYLINDER AND BRAKE BOOSTER,Unconfirmed,0
46100,286,224.27,983,34772,CUSTOMER STATES THAT BRAKE PEDAL GOES TO THE FLOOR CHECK AND REPORT,Unconfirmed,0
46100,348.77,287.2,1036,26553,CUSTOMER STATES HE HAS TO ADD BRAKE FLUID OFTEN,Unconfirmed,0
46100,143,201.1,435,40506,"MULTIPLE WARNING LIGHTS COMING ON DASH. INCLUDES VSA, BRAKE FLUID, POWER STEERING.MASTER CYLINDER LEAKING, VACUUM BOOSER CONTAMNATED WITH FLUID. REPLACED BOTH.",Unconfirmed,0
46100,108,229.79,8,220,SEVERAL WARNING INDICATORS ARE ON - STARTED WITH LOW BRAKEFLUID,Unconfirmed,0
46100,145.6,171.96,329,1424,"CUSTOMER STATES THAT SEVERAL WARNING LIGHTS CAME ON (BRAKEFLUID LOW, CHECK POWER STEERING AND VSA) PLEASE VERIFY ANDADVISE. ---",Unconfirmed,0
46100,224.2,208.18,100,4730,"C/S E-BRAKE LIGHT, VSA/TSA AND STEERING WARNING LIGHT IS ON.",Unconfirmed,0
46100,323.4,171.96,256,12316,AS PER INSPECTION REPLACE BRAKE MASTER CYLINDER; BRAKE BOOSTER; AND BRAKE FLUID.,Unconfirmed,0
46100,240.07,171.51,373,15062,BRAKE WARNING LIGHTS ILLUMINATED,Unconfirmed,0
46100,139.99,108.8,827,28931,BRUIT SOUS LE VEHICULE EN FREINANT,Unconfirmed,0
46100,76,175.5,274,21673,"CUSTOMER STATES A LIGHT IS ON IN THE DASH, CHECK AND ADVISE RECENTLY INDICATED THAT THE BRAKE FLUID NEEDED CHANGED",Unconfirmed,0
46100,387.2,112.79,100,3260,BRAKE FLUID LOW,Unconfirmed,0
46100,242,229.13,1518,85816,CUSTOMER STATES THEY HEAR CREAKING / VACCUM NOISE WHEN RELEASING BRAKE PEDAL,Unconfirmed,0
46100,296.44,168.66,106,2323,NIVEAU DE LIQUIDES A FREIN BAS INDIQUE TABLEAU DE BORD VOIR HISTORIQUE,Unconfirmed,0
46100,200.18,164.88,390,10963,CUSTOMER STATES MULTIPLE WARNING LIGHTS ARE ON,Unconfirmed,0
46100,199.87,171.96,329,2071,TOW IN-C/S BRAKE SYSTEM; VSA AND OTHER INDICATORS SHOWINGON DASH INTERMITTENTLY; TESTED CODE C0049-7B BRAKE FLUID LOW FOUND MASTER CYCLINER BLEW SEAL REPLACED BRAKE BOOSTER MASTER CYLINDER BLEED BRAKES AND CLEARED CODES ROAD TESTED,Unconfirmed,0
46100,334.8,168.42,71,13227,CUST.STATES HER BRAKES DON`T WORK; SHE HAS TO PRESS THE BRAKE PEDAL TO THE VERY BOTTOM FOR IT TO WORK BARELY,Unconfirmed,0
46100,408.47,121.77,727,20863,CLUNKING WHEN BRAKING. FRONT END. WHEN LETTING OFF THE BRAKE A CLUNKING NOISE IS HEARD MAJORITY OF THE TIME,Unconfirmed,0
46100,239.4,232.67,374,19502,BRAKE LIGHT TRACTION CONTROL AND STEERING LIGHT ARE ON. DIAGNOSE AND REPLACE LEAKING BRAKE MASTER CYLINDER,Unconfirmed,0
46100,181.24,174.37,233,4412,ADAPTIVE CRUISE CONTROL AND COLLISION MITIGATION WARNING LIGHT COMING ON DASH,Unconfirmed,0
46100,197.2,171.96,140,9876,CUSTOMER CAME IN FOR ROUTINE MAINT AND RECALL; UPON INSPECTION TECH FOUND BRAKE MASTER CYL LEAKING WHICH IS A SAFETYISSUE,Unconfirmed,0
46100,285.2,171.96,109,7073,BRAKE SYSTEM AND ABS LIGHTS GO ON/OFF ON DASH,Unconfirmed,0
46100,423.59,113.5,437,9675,VRF LIQUIDE DE FREINS TRES BASSE,Unconfirmed,0
46100,173,116.35,36,1267,INSPECT FOR ALL DASH WARNING LIGHTS STAYING ON.,Unconfirmed,0
46100,104.5,147.02,623,28337,CUST STATES THAT BRAKE PEDAL GOES TO FLOOR AGAIN LIKE IT DID BEFORE,Unconfirmed,0
46100,0,0,15,5489,UNKNOWN,Unconfirmed,0
46100,273.92,100.54,168,4502,"HE BRAKE SYSTEM  LIGHT CAME BACK ON AND WAS FLASHING AS SHE WAS DRIVING.THIS MORNING SHE HAD THE BRAKE SYSTEM LIGHT ON, EPS, ELECTRIC BRAKE SYSTEM AND VSA LIGHT THAT CAME ON  ST (0.6) = 423505 SORTIR CODE  R/TEST",Unconfirmed,0
46100,158.32,222.05,170,6052,"CUSTOMER STATES  , BRAKE AND ABS AND TRACTION LIGHT ARE ON",Unconfirmed,0
46100,162,215.66,469,35245,CHECK BRAKE NOISE,Unconfirmed,0
46100,236.42,200.62,777,37796,BRAKE MASTER CYLINDER REPLACEMENT: MASTER CYLINDER LEAKING(394017262). MASTER CYLINDER LEAKING INTO BRAKE BOOSTER. REPLACE MASTER AND BOOSTER.,Unconfirmed,0
46100,379.5,222.05,15,5489,CUSTOMER STATES BRAKE PEDAL DROPS AND WHEN RELEASING PEDALIT MAKES A NOISE TECH LINE REF# 3911231,Unconfirmed,0
46100,141,155.2,390,7653,"DEBIT/CREDIT:CUSTOMER STATES BRAKES PEDAL IS SPUNGY AFTER SERVICE, CHECK ADVISE,  VERIFIED BY 892",Unconfirmed,0
46100,141,155.2,390,7653,CUSTOMER STATES BRAKES PEDAL IS SPUNGY AFTER SERVICE; CHECK ADVISE; VERIFIED BY 892,Unconfirmed,0
46100,166.6,164.88,151,5040,CUSTOMER STATES THE BRAKE SYSTEM LIGHT IS ON ALSO THE TRACTION CONTROL LIGHT CHECK AND ADVISED,Unconfirmed,0
46100,220.4,333.22,1217,54116,C/S CHECK BRAKE PEDAL MAKING NOISE ON RELEASE AND FEELS LIKE ITS SINKING,Unconfirmed,0
46100,117,208.9,82,3252,WARNING OF BRAKE LIQUID TURNS ON INDEFINETLY,Unconfirmed,0
46100,166.53,181.19,214,8765,"CUSTOMER STATES ELECTRONIC POWER STEERING LIGHT IS ON, VSALIGHT HAS COME ON, BRAKE LIGHT HAS COME ON AND BRAKE SYSTEM LIGHT HAS ENGAGED. SEE ATTACHED HISTORY PLEASE CHECK ANDREPORT.",Unconfirmed,0
46100,256.8,131.05,146,4005,LOW BRAKE FLUID MESSAGE ON DASH,Unconfirmed,0
46100,144,236.21,54,505,ALL WARNING LIGHTS ARE ON,Unconfirmed,0
46100,104.58,202.68,8,69,LIGHT COMING ON THE DASH,Unconfirmed,0
46100,141.6,229.13,472,19062,FCW LDW 40416-68 VSA BRAKE ACTUATOR MALFUNCTION PARTS IN.,Unconfirmed,0
46100,228,229.13,16,1206,CUSTOMER STATES HAD TO REFILL BRAKE FLUID LEVEL MULTIPLE TIME    .NO VISIBLE LEAK,Unconfirmed,0
46100,241.58,107.66,850,12099,INSPECT BRAKE PEDAL FEELS SOFT WHEN BRAKING.,Unconfirmed,0
46100,264,476.43,0,35,"THERE IS NO BRAKE PEDAL. FILLED WITH BRAKE FLUID STILL NO BRAKE PEDAL. BRAKE MASTER CYL REAR SEAL FAILED AND ALLOWEDFLUID TO CONTAMINATE POWER BRAKE BOOSTER. REPLACED BOTH,  TESTED FOR LEAKS. OPERATING AS DESIGNED.",Unconfirmed,0
46100,80.8,229.13,265,8887,CUSTOMR STATES BRAKE PEDAL GOES TO FLOOR CK AND ADVISE,Unconfirmed,0
46100,147,229.13,258,8289,CUSTOMER REPORTS MULTIPLE DASH LIGHTS ARE ON. BRAKE LIGHT;POWER STEERING; TCS.,Unconfirmed,0
46100,207,222.05,229,6131,CUSTOMER STATES THE BRAKE LIGHT AND THE SKID CONTROL LIGHTIS ON; CHECK AND ADVISE,Unconfirmed,0
46100,483.75,179.04,0,5,BRAKE PEDAL SANK THE THE FLOOR. CHECK/ADVISE.,Unconfirmed,0
46100,162.5,216.27,631,29305,"C/S BRAKE FLUID LEVEL GOES LOW , LOW LEVEL LIGHT COMES ON,HAS TO ADD 1 BOTTLE OF BRAKE FLUID HAS HAD TO ADD 5 TIMES SINCE VEHICLE IS NEW A TOTAL OF ABOUT 30 OZSINCE THE VEHI CLE WAS NEW",Unconfirmed,0
46100,231,333.22,779,40786,C/S THE TCS AND BRAKE LIGHT STAY ON WHILE DRIVING. MASTER CYLINDER LEAKING INTO THE BOOSTER. REPLACED THE BOOSTER AND THE MASTER CYL.,Unconfirmed,0
46100,0,125.51,1120,22006,LE CLIENT SE PLAINT D'UN DR�LE DE BRUIT EN PESANT SUR LA P�DALE DE FREIN,Unconfirmed,0
46100,118.8,169.29,341,6082,TRACTION CONTROL LIGHT IS ON AND BRAKES DON`T SEEM TO WORKAS THEY USE TOO A LOT OF RESISTANCE-CLUNK NOISE CHECK ANDADVISE-ON A BROKEN PART OF THE ROAD  THEN STOPPED AT A RED LIGHT WENT TO ACCELERATE AND HAD TO REALLY PRESS ON THEGASTO EVEN MAKE IT M,Unconfirmed,0
46100,175.5,215.11,0,10,BRAKE PEDAL SINKS TO FLOOR,Unconfirmed,0
46100,260,220.89,0,22,IN STOCK UNIT BRAKES LOCKED UP WHILE DRIVING. TEST DROVE AND FOUND THAT THE BRAKES  WOULD GET STUCK ON. LOOKED IN VSDATA LIST AND FOUND THAT VEHICLE WAS  APPLING BRAKES WITH NO INPUT FROM THE DRIVER IT. FOUND THAT VEHICLE WAS  APPLIG 240 PSI TO BRAKE,Unconfirmed,0
46100,147.13,195.6,4,83,C/S VEH IS LEAKING OIL. FAULTY MASTER CYL AND  BOOSTER. REPLACED,Unconfirmed,0
46100,224.7,165.87,0,12,C/S ALL LIGHTS ON DASH ON AND CAR WONT COME OUT OF PARK. UPON INSPECTION FOUND BRAKE MASTER CYCLINDER  LEAKING INTO BRAKE BOOSTER.. RETRIEVED CODES: U3006-16 AND C1100-94 FORBRAKE FLUID TOO LOW AND BRAKE FLUID LEAK.,Unconfirmed,0
46100,445.5,803.61,219,3316,CUSTOMER STATES THAT THERE IS A NOISE WHEN BRAKING,Unconfirmed,0
46100,120,156.12,557,21189,CUSTOMER STATES THAT CAR IS MAKING A NOISE WHILE DRIVING.BOOSTER AND BRAKE MASTER CLT FAILURE REPLACE MASTER CYLINDER FOR MAKING NOISE AND VERIFY REPAIR,Unconfirmed,0
46100,128.7,224.48,434,23623,BRAKE PEDAL WAS GOING TO THE FLOOR/ TECH FOUND THAT THE BRAKE MASTER WAS LEAKING INTO THE BRAKE BOOSTER REPLACED BOTH AND BLED SYSTEM,Unconfirmed,0
46100,390.6,220.89,205,4528,EMERGENCY BRAKE LIGHT OCCASIONALY COMES ON WITH OUT PARKING BRAKE BEING SET,Unconfirmed,0
46100,89.6,213.71,159,6137,"CS BRAKE LIGHT COMES ON AND SOMETIMES FLASHES, POWER STEERING LIGHT IS ON, STABILITY CONTROL LIGHT IS ON",Unconfirmed,0
46100,151.25,222.35,114,2246,"WHEN ITS LOWER THAN -5 DEGRESS, WHEN ACCERATING THERE IS AN INTERMINTTENT BEEPING SOUND THAT STAYS FOR ABOUT ONE WEEK.",Unconfirmed,0
46100,251.1,169.46,23,303,"ABS, BRAKE, AND TRACTION CONTROL LIGHTS ARE ONFOUND MASTERCYLINDER IS LEAKING INTO THE BRAKE BOOSTER  ASSEMBLY-SATU RATED BOOSTER WITH BRAKE FLUID-NEEDS REPLACED, REPLACE BRAKE BOOSTER AND BRAKE MASTER CYLINDER",Unconfirmed,0
46100,297,170.55,902,26772,"ABNORMAL NOISE: CUSTOMER STATES THERE IS A LOUD CLICKING/CLUNKING ABNORMAL NOISE HEARD WHEN DEPRESSING OR RELEASINGBRAKE PEDAL, CHECK & ADVISE.",Unconfirmed,0
46100,126,220.89,0,15,"UPON INSPECTION FOUND BRAKE BOOSTER LEAKING, NEC TO REPLACE",Unconfirmed,0
46100,180,173.05,40,1761,"CUSTOMER STATES THAT BRAKE SYSTEM LIGHT ON,VSA,TRACTION CONTROL LIGHTS ON LABOR OP:413110 DEFECT CODE:03217 SYMPTOM:03203",Unconfirmed,0
46100,98.1,213.71,14,430,C/S MULTIPLE LIGHTS ARE ON IN VEHICLE. FAULTY MATER CYL. REPLACED,Unconfirmed,0
46100,193.2,170.55,442,8967,CUST STATES WHEN DRIVING AND COMING TO A QUICK OR HARD STOP LOW BRAKE FLUID LIGHT COMES ON PLEASE CHECK AND ADVISE,Unconfirmed,0
46100,259.6,220.89,631,22665,C/S BRAKES FEEL SOFT,Unconfirmed,0
46100,201.6,463.85,0,4,CAR HAS NO BRAKES; PEDAL SINKS TO FLOOR; INSPECT AND REPORT,Unconfirmed,0
46100,391.5,211.92,197,4489,BRAKE FLUID WARNING LIGHT COMES ON  FOUND MASTER CYLINDER LEAKING INTO BOOSTER,Unconfirmed,0
46100,169.6,62.26,623,23769,CUSTOMER STATES THE BRAKE PEDAL SEEMS TO STILL BE STICKINGSLIGHTLY AFTER LETTING OFF ACCELERATOR IT STILL FEELS LIKETHE BRAKES ARE APPLYING ON THEIR OWN UNTIL MANUALLY LIFTI NL,Unconfirmed,0
46100,333.5,201.42,14,392,"CUSTOMER STATES VEHICLE STARTS, BUT MULTIPLE WARNING LIGHTS ARE ON IN DASH.INSPECTED AND FOUND BRAKE CYLINDER LEAKINGFLUID INTO POWER BRAKE CAUISING LOW FLUID CONDITION",Unconfirmed,0
46100,132,156.12,293,30651,CUSTOMER STATES WHEN COMING TO ABRUPT STOP THE BRAKE LIGHTFLASHES,Unconfirmed,0
46100,235.5,242.3,363,35347,CUSTOMER STATES THE BRAKE PEDAL GOES TO THE FLOOR AND THEBRAKES SQUEAK.,Unconfirmed,0
46100,168,156.12,122,4870,CUST STATES VSA LIGHT COMES ON STEERING WHEEL GETS HARD,Unconfirmed,0
46100,207.1,228.55,318,9638,CUSTOMER STATES NO FLUID IN RESERVOIR BRAKE IS GOING ALL THE WAY TO THE FLOOR,Unconfirmed,0
46100,156,207.4,0,8,C/S VEHICLE HAS A LEAK/KEEPS LEAKING BRAKE FLUID,Unconfirmed,0
46100,222.46,73.03,594,27814,VACUUM BOOSTER REPLACE,Unconfirmed,0
46100,190,235.25,75,3834,CLIENT STATES BRAKE FLUID KEEPS GOING DOWN,Unconfirmed,0
46100,97.2,206.32,53,2006,FCW; LDW LIGHTS AND BRAKE LIGHTS ARE ON -ADVISE,Unconfirmed,0
46100,300,228.07,834,22080,CUSTOMER STATES:  THE BRAKE LIGHT IS COMING ON INTERMITTENTLY RIGHT AS SHE RELEASE THE BRAKES AFTER APPLYING THEM (LIGHTON RIGHT SIDE OF INSTRUMENT CLUSTER),Unconfirmed,0
46100,144,156.12,242,11814,"CUSTOMER STATES EPS, VSA, AND HILL START ASSIT, AND BRAKEFLUID PRESSURE LIGHTS COME ON ON DASH. FOUND ALL LIGHTYS TOCOME ON, FOUND BRAKE MASTER CYL LEAKING INTO THE BRAKE BO OSTER CAUSING LIGHTS TO CIME ON. REPLACE BRAKE BOOSTER ANDMASTER CYLINDER.",Unconfirmed,0
46100,248,224.48,933,21747,CUSTOMER STATES HIGH PITCH NOISE IN STEERING WHEEL AREA CHECK AND ADVISE,Unconfirmed,0
46100,275,455.32,188,11075,C/S THEY HAVE LOST BRAKE FLUID FOR THE THIRD TIME. MAIN RESERVOIR IS EMPTY. 10 OUNCES OF FLUID WAS PUT IN 2 DAYS AGO. PLEASE CHECK AND ADVISE. MASTER CYL. LEAKING INTO BRAKE BOOSTER. REPLACED MASTER CYL AND BOOSTER.,Unconfirmed,0
46100,276.77,250.75,0,7,E BRAKE LIGHT ON & BRAKE FLUID LOW,Unconfirmed,0
46100,359.65,117.39,1063,25189,ENTEND UN BRUIT BIZARRE EN FREINANT,Unconfirmed,0
46100,206,170.87,178,1994,C/S BRAKE PEDAL GOES TO THE FLOOR - CONFIRMED AND YES IT DOES HAPPEN !  YIKES !  CALED TECH LINE REF # 3724129 REPLACED MASTER CYLINDER ASSY AND MASTER TUBE.(CHECK VALVE IN TUBE WAS BAD),Unconfirmed,0
46100,260,170.17,155,9222,CUSTOMER STATES THAT THE POWER STEERING LIGHT COMES ON ANDTHE CHECK ENGINE LIGHT COMES ON.,Unconfirmed,0
46100,99,163.3,69,3034,CUSTOMER STATES BRAKE FLUID RESEVOIR IS EXCESSIVELY LOW ONBRAKE FLUID CHECK AND ADVISE,Unconfirmed,0
46100,266,368.14,584,42098,"CUST STATES PS, VSA AND BRAKE LIGHTS ARE COMING ON",Unconfirmed,0
46100,241.5,213.71,39,1222,TRIM ELECTRICAL- CUSTOMER STATES TRAC LIGHT AND BRAKE LIGHT ARE ON. BRAKE LIGHT STAYS ON WHEN PARKING BRAKE IS RELEASED. NO PERORMANCE ISSUES. CHECK AND ADVISE. SC 03214  SC03220,Unconfirmed,0
46100,270,166.96,350,6194,CUSTOMER STATES THERE IS A INTERMITTENT CLUNK NOISE WHEN RELEASING THE BRAKE PEDAL,Unconfirmed,0
46100,264,166.96,417,18783,THERE SI A METAL TO METAL NOISE COMING FROMTHE BRAKE PEDALAT TIMES ( INTERMITTEN ) HAPPENS ALOT WHEN AT A STOP ANDPRESS DOWN ON THE BRAKE PEDAL NOISE IS DEF FROM PEDAL AREAAND NOT BRAKE PAD AREA PLEASE CK AND ADVISE THIS IS THE 2ND TIME CUST HAS ADVI,Unconfirmed,0
46100,304.7,255.4,33,761,"BRAKE FLUID LOW AGAIN AFTER TESTING AND BRAKE BLEEDING ON MARCH 2. VSA, POWER STEERING LIGHTS ON.",Unconfirmed,0
46100,87.99,91.47,727,20572,BRAKE FLUID LIGHT ON,Unconfirmed,0
46100,148.5,220.89,1,95,CUST STS ALL THE DASH WARNING LIGHT WILL COME ON WHILE  DRIVING. CK OUT RETREIVED CODE 65-11 BRAKE FLUID LOW. REPLACED FAULTY BRAKE MASTER CYLINDER AND BRAKE BOOSTER AS NEC,Unconfirmed,0
46100,384,216.62,35,1193,BRAKE FLUID LOW WARNING LIGHT KEEPS COMING ON. TECH LINE REFERENCE # 3683063.,Unconfirmed,0
46100,183.57,120.59,348,22715,CHECKED FOR BANGING NOISE FOUND DEFECTIVE BRAKE MASTER CYLINDER AND BRAKE BOOSTER. REPLACED MASTER CYLINDER AND BRAKE BOOSTER THEN BLED AIR FROM SYSTEM.,Unconfirmed,0
46100,199.5,219.54,0,35,REPLACED THE BRAKE MASTER CYLINDER DUE TO WAS LEAKING.,Unconfirmed,0
46100,176,196.89,723,29551,CUSTOMER IS RETURNING FOR CHECK UPTOPPED OFF BRAKE FLUID.RECOMMEND CUSTOMER RETURN IN 1 WEEK FOR ANOTHER INSPECTION.(FOUND BRAKE FLUID LEVEL TO BE LOW BUT COULD NOT FIND ANY SIGN OF A LEAK.),Unconfirmed,0
46100,152.1,197.05,384,27768,BOOSTER; BRAKE - REPLACE,Unconfirmed,0
46100,240.6,282.01,298,9745,V�RIFIER LA LUMI�RE POUR LES FREINS EST ALLUM�. V�RIFIER LUMI�RE DE FREIN � MAIN ALLUM�. R�SERVOIR D HUILE EST VIDE. V�RIFIER POUR FUITE D HUILE ET PROVIENT DU MASTER CYLINDRE.  #3638755 PHILIPPE DIS DE,Unconfirmed,0
46100,117,204.23,142,5270,BRAKE LIGHT OCASSIONALLY TURNS ON WHILE BREAKING. LEAK. VACUUM BOOSTER REPLACE.,Unconfirmed,0
46100,194.31,212.86,589,23719,"CUSTOMER STATES 2 WEEKS AGO, BRAKE LIGHT, POWER STEERING LIGHT AND SKID/TRAC LIGHT ALL CAME ON. WOULD GO OFF INTERMITTANTLY, SOME WOULD COME ON,OTHER`S WOULDN`T. TOOK TO A MECAHNIC AND WAS TOLD BRAKE FLUID RESEVOIR WAS BONE DRY. TOPPED OFF BRAKE FLUI",Unconfirmed,0
46100,226.03,194.99,230,9383,GUEST REPORTED THAT THE BRAKE FLUID WARNING LIGHT CAME ON,Unconfirmed,0
46100,180,69.16,203,7743,CUSTOMER STATES BRAKE FLUID LIGHT IS ON. REPORT...,Unconfirmed,0
46100,241.5,216.45,0,11,INSPECT VSA LIGHTS & BRAKE LIGHT CAME ON WHILE TEST DRIVING VEHICLE,Unconfirmed,0
46100,298.7,197.05,86,5733,"C/S BRAKE FLUID LIGHT WARNING CAME ON FIRST ON DRIVE HOMEFROM WORK THEN DASH LIT UP WITH SEVERAL MORE LIGHTS LDW, FCW, VEHICLE STABILITY, POWER STEERING SYSTEM, HILL START ASSIST, TRAILER STABILITY. NOW ONLY BRAKE LIGHT ON",Unconfirmed,0
46100,76.19,122.48,0,7,VERIFIER AUTO SEMBLE NE PAS AVOIR DE FREIN,Unconfirmed,0
46100,259.6,163,0,41,"NO BRAKE FLUID, CHECK AND ADVISE",Unconfirmed,0
46100,175.99,208,277,14558,VEH HAS ODD NOISE WHEN PRESSING BRAKE PEDAL,Unconfirmed,0
46100,143,199.05,88,5850,BRAKE CONCERNS CUSTOMER STATS BRAKE FLUID LOW LIGHT HAS COME ON TWICE,Unconfirmed,0
46100,461.84,488.38,342,3455,BRAKE FLUID IS LEAKING UNDER VEHICLE WARNING LIGHT COMES ON & OFF & PEDAL IS SPONGY,Unconfirmed,0
46100,356.5,168.3,168,5860,CUSTOMER STATES ABS LIGHT IS ON,Unconfirmed,0
46100,510.87,133.56,77,3982,VERIFIER BRUIT DE TOC EN DEPRESSANT LA PEDALE DE FREIN,Unconfirmed,0
46100,531.48,116.16,193,24511,CUSTOMER STATES THAT THERE IS A CLICKING WHEN RELEASING THE BRAKES,Unconfirmed,0
46100,120,211.59,71,1646,CUSTOMER STATES CHECK BRAKES AND FLUID,Unconfirmed,0
46100,275,210.96,0,2,CUSTOMER STATES BRAKE LIGHT IS ON;RESERVOIR WAS EMPTY,Unconfirmed,0
46100,140,200.27,6,170,CUSTOMER STATES TRACTION CONTROL LIGHT ON,Unconfirmed,0
46100,119.95,151.72,0,51,ALL LIGHTS ARE ON ON DASH,Unconfirmed,0
