HM Claim Recognition Date (yyyy/mm/dd),HM Fiscal Month (yyyy/mm),Model Year,Manufacturing plant code,Manufacturing plant code name,Series Code,Series Name,VIN,Transmission Class(Description),Transmission Type Code,Transmission Serial No.,Failed Part No. (1-5),Reference Parts Name,Replacement Part No. (1-13),Replacement Part Name,Quantity of Replaced Parts,Quantity of Replaced Parts Total,Repair Dealer No.,Local Claim No.,HM Claim No.,Customer Voice,Defect Code,Defect Name,Repair Order Date (yyyy/mm/dd),Production Date (yyyy/mm/dd),Mileage (Mile),Applying Country Code,Applying Country Name,Approved Freight Total Amount (USD),Approved Labor Cost Total Amount (USD),Approved Material Total Amount (USD),Approved Part Total Amount (USD),Approved PLCA Total Amount (USD),Approved Sublet Total Amount (USD),Approved Tax Total Amount (USD),Approved Total Amount (USD),Total FRT,Debit/Credit,Debit/Credit Name,Debit/Credit Reason Description
2017-05-23,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014522,9AT,Q5LH,207858,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR38043,0015362163,20T220170523000764,"KONTROLLERDE ARACIN @ANUZMAN ALT KISMINDA YA] KA[A]I TESP$T ED$LD$.@ANZUMANDAK$ SES$N YA] EKS$KL$]$ NEDEN$ $LE [IKTI]I TESP$T ED$LD$.HTR ABDULLAH USTA $LE DURUM G#R""@""LD"" MOOTR ARIZA LAMBASI YANIYOR  ARA[ 4. VE 5 . V$TES GE[$@LER$NDE GICIRTI @EKL$NDE SES GELMEKTE",00401,Distorted,2017-05-03,2016-12-05,1664,TUR,Turkey,0,20.7,9.15,102.5,69.67,0.0,0,202.03,0.6,1,Regular,
2017-05-30,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU515207,9AT,Q5LH,77704,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR10093,0015375152,20T220170522000193,ARAC VURUNTU YAPIYOR ARAC VITES GECISLERINI ZAMANINDA ALGILAMIYOR,03214,Erroneous operation,2017-05-05,2015-10-01,11599,TUR,Turkey,0,208.37,0.0,3798.96,2581.77,170.31,0,6759.42,6.1,1,Regular,
2017-05-30,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU528899,9AT,Q5LH,120084,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,100036,0015408944,201220170525000170,"ID 301248 LT.KUDENAUSSAGE BRUMMENDES MOTORGER[USCH BEI CA.1500U/MIN UND CA. 100KM/H, ]BERPR]FEN UND INSTANDSETZEN",-----,,2017-05-11,2016-03-11,20984,DEU,Germany,0,475.42,259.45,3855.95,1885.55,135.61,0,6612.01,6.1,1,Regular,
2017-06-01,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524911,9AT,Q5LH,104137,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,3,26690,0015255270,239220170601000260,EVIDENTE PERDITA OLIO NELLA ZONA DEL RIPARTITORE DI COPPIA COME DA FOTO E SEGNALAZ TESS 310436,-----,,2017-04-07,2016-01-26,21684,ITA,Italy,0,188.69,221.1,35.14,19.2,0.0,0,464.14,4.2,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU002957,9AT,Q5LH,148377,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,7,102986,0015482054,201220170602000134,FZG WURDE EINGESCHLEPPT/AUTOMATIC-GETRIEBEFEHLER WIRD ANGEZEIGT U STARKER \LVERLUST FESTGESTELLT/NOTENTRIEGLUNG AKTIVIERT/SPEICHER AUSGELESEN/REST\LMENGE BEURTEILT/NACH TESS-KONTAKT AUTOMATIC-GETRIEBE ERNEUERN FZG AUF DER AUTOBAHN LIEGENGEBLIEBEN/GETRIEBE-WARNLAMPE BRENNT/KEIN ANTRIEB/FZG ABSCHLEPPEN LASSEN,01101,Permanent set-in fatigue,2017-05-26,2016-06-14,2503,DEU,Germany,0,600.22,290.58,3952.47,1932.76,0.0,0,6776.05,7.1,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU002957,9AT,Q5LH,148377,6201,"KIT,AT-TRNS",062305J4000,"KIT,SHAFT SEALING",1,7,102986,0015482054,201220170602000134,FZG WURDE EINGESCHLEPPT/AUTOMATIC-GETRIEBEFEHLER WIRD ANGEZEIGT U STARKER \LVERLUST FESTGESTELLT/NOTENTRIEGLUNG AKTIVIERT/SPEICHER AUSGELESEN/REST\LMENGE BEURTEILT/NACH TESS-KONTAKT AUTOMATIC-GETRIEBE ERNEUERN FZG AUF DER AUTOBAHN LIEGENGEBLIEBEN/GETRIEBE-WARNLAMPE BRENNT/KEIN ANTRIEB/FZG ABSCHLEPPEN LASSEN,01101,Permanent set-in fatigue,2017-05-26,2016-06-14,2503,DEU,Germany,0,600.22,290.58,3952.47,1932.76,0.0,0,6776.05,7.1,1,Regular,
2017-06-07,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU018187,9AT,Q5LH,230666,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,6,118418,0015463070,201220170530000408,AUTOMATIKGETRIEBE SCHALTET NICHT / KONTROLLLEUCHTE BRENNT / KLAUENKUPPLUNG F FESTSITZEND EINGEKUPPELT  (DIENSTWAGEN HONDA DEUTSCHLAND),-----,,2017-05-23,2017-02-21,3205,DEU,Germany,0,426.29,0.0,3938.67,1926.02,0.0,0,6291.0,6.1,1,Regular,
2017-06-09,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524023,9AT,Q5LH,98617,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,2,00559,0015314611,247220170609000114,BYTE PACKBOX/ O-RING F?RDELNINGSL?DA PGA OLJEL?CKAGE.,-----,,2017-04-19,2016-01-19,37264,SWE,Sweden,0,233.21,0.0,43.8,17.92,0.0,0,294.95,1.9,1,Regular,
2017-06-13,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU515283,9AT,Q5LH,77610,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,4,TR16013,0015310156,20T220170607000382,"M""@TER$ BEYANINA G#RE;  @ANZIMAN $KAZ I@I]I $K$ KEZ YANDI S#ND"" @ANZIMAN $KAZ I@I]I $K$ KEZ YANDI S#ND""",03217,Not operating,2017-04-21,2015-10-01,25889,TUR,Turkey,0,188.92,0.0,1156.24,785.78,0.0,0,2130.94,5.5,1,Regular,
2017-06-13,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012476,9AT,Q5LH,195012,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,EWG100 0,0015528366,202220170613000694,ATF LEAK FROM TRANSMISSION END COVER,-----,,2017-06-08,2016-11-11,1642,GBR,United Kingdom,0,51.69,256.46,27.92,6.13,0.0,0,342.22,0.6,1,Regular,
2017-06-16,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU508146,9AT,Q5LH,53934,6235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,1,BAS473 0,0015512967,202220170616000201,CUSTOMER REPORTS LEAK FORM CAR TECHNICIAN DIAGNOSED NEW SEAL REQUIRED BETWEEN AUTOMATIC TRANSMISSION BOX AND TRANSFER BOX,-----,,2017-06-05,2015-07-09,7909,GBR,United Kingdom,0,155.29,0.0,21.91,4.8,0.0,0,182.01,1.9,1,Regular,
2017-06-16,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU517898,9AT,Q5LH,82418,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,1,10053,0015482476,26N220170616000060,VIL IKKE I R ELLER D,-----,,2017-05-29,2015-10-29,13876,NOR,Norway,0,687.45,152.77,1251.82,483.08,0.0,0,2575.13,5.5,1,Regular,
2017-06-19,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU016491,9AT,Q5LH,222333,6223,"KIT,SENSOR UNIT",062235LH000,"KIT,SENSOR UNIT",1,4,STA462 0,0015445669,202220170619002102,INVESTIGATE VARIOUS LIGHTS SHOWING ON DASH,-----,,2017-05-19,2017-01-12,4343,GBR,United Kingdom,0,449.73,188.89,428.43,94.01,0.0,0,1161.08,5.5,1,Regular,
2017-06-19,201706,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU016491,9AT,Q5LH,222333,6223,"KIT,SENSOR UNIT",062245LH000,"KIT,OIL COOLER",1,4,STA462 0,0015445669,202220170619002102,INVESTIGATE VARIOUS LIGHTS SHOWING ON DASH,-----,,2017-05-19,2017-01-12,4343,GBR,United Kingdom,0,449.73,188.89,428.43,94.01,0.0,0,1161.08,5.5,1,Regular,
2017-06-24,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU523762,9AT,Q5LH,99038,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,045,0015475636,23Z220170624000028,VOZIDLO BOLO V NUDZOVOM REZIME A NEREAGOVALO NA STLACANIE PLYNOV?HO PEDALU.,03214,Erroneous operation,2017-05-26,2016-01-15,17940,SVK,Slovakia,0,58.25,0.0,314.67,110.25,0.0,0,483.19,1.7,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU518561,9AT,Q5LH,84448,91202,"OIL SEAL,48X67X7.",062355L9000,"KIT,AWD SHAFT SEA",1,4,274-4,2747062069,274220170628000030,OIL LEAK,-----,,2017-05-26,2015-11-05,14063,BGR,Bulgaria,0,44.6,0.0,77.55,37.04,0.0,0,159.19,1.9,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU524867,9AT,Q5LH,104410,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,0001,26K7062349,26K220170628000046,CHECK ENGINE INDICATOR LAIGHT LIT.,-----,,2017-04-13,2016-01-26,12439,HRV,Croatia,0,42.39,0.0,425.44,359.27,0.0,0,827.11,1.7,1,Regular,
2017-06-28,201706,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU529236,9AT,Q5LH,118589,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,28013  2,0015568396,293220170628000201,"REVISAR FALLO EN EL CAMBIO AUTOMATICO SE QUEDA LA D PARPADEANDO Y DA FALLO DE CAJA DE CAMBIOS, PERDIDA DE ACEITE ATF POR CUBIERTA LATERAL DE LA CAJA DE CAMBIOS. SE A REALIZADO TESS CON NUMERO 327878. SUSTITUIR KIT CUBIERTA.",-----,,2017-06-12,2016-03-14,14856,ESP,Spain,0,92.67,233.32,32.57,17.07,0.0,0,375.64,1.4,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU507632,9AT,Q5LH,53883,6235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,8,TR34473,0015590008,20T220170630000036,YAG KACAGI ILE ILGILI KONTROLLER YAPILDI.DAHA SONRA TEKRAR SERVISE MUSTERI CAGIRILACAK YAG KACAGI ILE ILGILI KONTROLLER YAPILDI.DAHA SONRA TEKRAR SERVISE MUSTERI CAGIRILACAK,00401,Distorted,2017-06-23,2015-07-06,13785,TUR,Turkey,0,66.6,0.0,154.83,105.23,0.0,0,326.66,1.9,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520542,9AT,Q5LH,55451,6235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,1,TR34473,0015589963,20T220170630000037,@ANZUMAN KE[ES$ DE]$@ECEK @ANZUMAN KE[ES$ DE]$@ECEK,00401,Distorted,2017-06-01,2015-12-02,13024,TUR,Turkey,0,66.6,0.0,24.29,16.52,0.0,0,107.42,1.9,1,Regular,
2017-06-30,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU530715,9AT,Q5LH,124351,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,842084,0015503849,207220170623000141,VIBRATIONS A VITESSE STABILISEE A REGIME BAS VU AVEC  MR LEMAITRE PASCAL,-----,,2017-06-01,2016-03-29,20000,FRA,France,0,592.43,0.0,3957.0,2110.27,213.66,0,6873.37,6.1,1,Regular,
2017-06-30,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013996,9AT,Q5LH,206193,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,107060,0015465063,201220170619000255,"GETRIEBE SCHALTET NICHT MEHR, GETRIEBEOELVERLUST,  GETRIEBE ERNEUERN",-----,,2017-05-22,2016-11-29,2092,DEU,Germany,0,522.73,0.0,3957.0,1934.97,0.0,0,6414.71,6.1,1,Regular,
2017-06-30,201707,2017,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870HU001746,9AT,Q5LH,259241,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,0947,0015595363,250220170630000048,OLIELEK.,03214,Erroneous operation,2017-06-26,2017-04-18,948,BEL,Belgium,0,40.99,17.13,33.63,18.28,0.0,0,110.05,0.6,1,Regular,
2017-07-03,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU522564,9AT,Q5LH,91082,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,2,30455,0015475285,25N220170703000036,LYSER I FEJLLAMPE P? GEAR,-----,,2017-05-26,2015-12-18,12419,DNK,Denmark,0,650.67,0.0,1334.54,453.21,0.0,0,2438.43,5.5,1,Regular,
2017-07-03,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU015491,9AT,Q5LH,210819,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,AVO024 0,0015614128,202220170703001230,"OIL LEAK FROM GEARBOX, CARRIED OUT GEARBOX OIL LEVEL CHECK AND WAS APPROX 1 LITRE IN BOX, TESS HAVE ADVISED TO REPLACE GEARBOX - REFER TO PREVIPOUS CLAIM, HAVE BEEN ADVISED TO RESUBMIT WITHOUT TORQU CONVERTOR",-----,,2017-06-30,2016-12-16,7794,GBR,United Kingdom,0,539.32,260.04,3741.4,820.86,0.0,0,5361.64,6.1,1,Regular,
2017-07-04,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU010585,9AT,Q5LH,166677,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR35013,0015510578,20T220170704000006,@ANZUMAN ARKA KAPAK CONTASINDA YA] KA[A]I @ANZUMAN ARKA KAPAK CONTASINDA YA] KA[A]I,00401,Distorted,2017-05-01,2016-10-10,3358,TUR,Turkey,0,20.93,0.0,103.11,70.07,0.0,0,194.13,0.6,1,Regular,
2017-07-04,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011274,9AT,Q5LH,189774,6223,"KIT,SENSOR UNIT",062235LH000,"KIT,SENSOR UNIT",1,3,TR35013,0015559132,20T220170704000022,"MOTOR $KAZ LAMBASI YANIYOR M""@TER$ BEYANINA G#RE MOTOR UYARI $KAZI VERD$]$ $FADE ED$L$YOR.",00401,Distorted,2017-05-09,2016-10-22,3523,TUR,Turkey,0,191.9,0.0,289.4,196.68,0.0,0,677.98,5.5,1,Regular,
2017-07-12,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU001045,9AT,Q5LH,138830,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,TR23013,0015641382,20T220170712000005,ARACIN CEKICIYLE GELDI,01102,Deteriorated,2017-07-10,2016-05-17,948,TUR,Turkey,0,21.12,0.0,87.52,59.48,0.0,0,168.14,0.6,1,Regular,
2017-07-13,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU506424,9AT,Q5LH,43385,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,107060,0015456360,201220170630000558,"ABNORMALE GER[USCHE, GETRIEBE ERNEUERN",-----,,2017-05-08,2015-06-09,5907,DEU,Germany,0,574.28,0.0,3957.93,1935.42,0.0,0,6467.64,6.7,1,Regular,
2017-07-13,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU524492,9AT,Q5LH,99100,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,119372,0015601028,201220170711000112,"MOTOR STARTET AUS START/STOPP NICHT MEHR, MUSS MIT SCHL]SSEL ANGELASSEN WERDEN. START/STOPP DANN OHNE FUNKTION FEHLERMELDUNG GETRIEBE KLAUENKUPPLUNG A FEHLFUNKTION ERSTE SCHADENMELDUNG 12.05.2017",-----,,2017-06-27,2016-01-22,9468,DEU,Germany,0,489.39,0.0,3957.93,1935.42,0.0,0,6382.75,6.1,1,Regular,
2017-07-13,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU517898,9AT,Q5LH,82418,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,1,10053,0015551308,26N220170701000023,VIL IKKE I DRIVE ELLER REVERS,-----,,2017-06-13,2015-10-29,13876,NOR,Norway,0,762.2,0.0,4316.16,1665.61,0.0,0,6743.97,6.1,1,Regular,
2017-07-14,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013864,9AT,Q5LH,203116,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,7,CRO587 0,0015609678,202220170714000367,VEHICLE RECOVERED IN BY THE AA - VEHICLE HOLDING BACK AND NOISE FROM TRANSMISSION AREA.,-----,,2017-06-29,2016-11-28,4732,GBR,United Kingdom,0,568.37,0.0,3840.3,842.56,0.0,0,5251.24,6.1,1,Regular,
2017-07-15,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU006222,9AT,Q5LH,158084,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,00520,0015541993,247220170715000010,L?CKAGE OLJA FR?N SIDOK?PA,-----,,2017-06-08,2016-07-06,6474,SWE,Sweden,0,84.23,0.0,34.67,14.17,0.0,0,133.07,0.6,1,Regular,
2017-07-17,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU509111,9AT,Q5LH,60034,6228,"KIT,TRQ/CONV OIL",062285J4000,"KIT,TRQ/CONV OIL",1,2,109011,0015417127,201220170717000572,\LVERLUST GETRIEBE,-----,,2017-05-15,2015-07-20,16864,DEU,Germany,0,418.9,0.0,24.4,11.93,0.0,0,455.23,6.3,1,Regular,
2017-07-18,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU012233,9AT,Q5LH,194661,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,118286,0015621258,201220170718000621,STARKER \LVERLUST VOM \L-DECKEL GETRIEBESEITE LINKS.,-----,,2017-07-03,2016-11-10,838,DEU,Germany,0,37.2,0.0,30.71,15.01,0.0,0,82.93,0.6,1,Regular,
2017-07-19,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012008,9AT,Q5LH,196134,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR06013,0015551143,20T220170719000517,@ANZUMAN YAN KAPA]INDA YA] KA[A]I ARA[ KURTARICI $LE SERV$SE GET$R$LD$,07404,Poor assembly,2017-06-07,2016-11-08,3301,TUR,Turkey,0,21.25,8.66,122.96,83.56,0.0,0,236.44,0.6,1,Regular,
2017-07-19,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014709,9AT,Q5LH,210936,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,TR54023,0015583502,20T220170719000378,ARACIN @ANZIMANINDA YA] KA[A]I VAR.,03214,Erroneous operation,2017-06-19,2016-12-06,1166,TUR,Turkey,0,21.25,2.59,32.08,21.81,0.0,0,77.74,0.6,1,Regular,
2017-07-19,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU015576,9AT,Q5LH,212128,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,11,TR54023,0015524905,20T220170719000344,ARACIN MOTOR ARIZA LAMBASI YANIYOR. @ANZIMAN ARIZA LAMBASI YANIYOR. 60 KM HIZI GE[M$YOR.,03214,Erroneous operation,2017-06-07,2016-12-16,656,TUR,Turkey,0,21.25,2.02,39.95,27.15,0.0,0,90.38,0.6,1,Regular,
2017-07-19,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU017897,9AT,Q5LH,225039,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,TR54023,0015614328,20T220170719000373,ARACIN MOTOR ARIZA LAMBASI YANIYOR. @ANZIMAN ARIZASI VE YA] KA[A]I VAR.,03214,Erroneous operation,2017-06-30,2017-02-13,950,TUR,Turkey,0,21.25,2.3,43.29,29.42,0.0,0,96.28,0.6,1,Regular,
2017-07-20,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011769,9AT,Q5LH,193134,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR41083,0015615947,20T220170720000307,@ANZIMANDA YA] KACA]I VAR @ANZUMAN CONTASI DE]I@TIRLMI@TIR.,00401,Distorted,2017-06-30,2016-11-01,4138,TUR,Turkey,0,21.2,125.83,31.46,21.38,0.0,0,199.9,0.6,1,Regular,
2017-07-20,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU017520,9AT,Q5LH,220409,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR16013,0015583001,20T220170720000309,ARA[ [EK$C$ $LE GELD$  ARACIN ALTINDAN YA] DAMLATIYOR KONTROL ARACIN ALTINDAN YA] DAMLATIYOR,01102,Deteriorated,2017-06-22,2017-02-03,738,TUR,Turkey,0,21.2,0.0,125.48,85.28,0.0,0,231.99,0.6,1,Regular,
2017-07-21,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU007641,9AT,Q5LH,162030,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR61043,0015479180,20T220170721000372,"M""@TER$ BEYANINA G#RE @ANZUMANDA YA] KA[A]I VAR YAPILAN $NCELEMEDE @ANZIMAN KAPA]INDAN YA] KA[A]I OLDU]U TESP$T ED$LM$@T$R",00401,Distorted,2017-05-25,2016-07-21,6871,TUR,Turkey,0,21.38,7.51,105.35,71.59,0.0,0,205.85,0.6,1,Regular,
2017-07-21,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012076,9AT,Q5LH,193114,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR61043,0015413545,20T220170721000377,"M""@TER$ BEYANINA G#RE V$TES ATARKEN ARA[TA VURUNTU OLUYOR. YAPILAN TEST VE $NCELEMEDE KAPAKTA YA] KA[A]I OLDU]U VE VURUNTU YAPTI]I TESP$T ED$LM$@T$R",00401,Distorted,2017-05-13,2016-11-09,2993,TUR,Turkey,0,21.38,0.0,105.35,71.59,0.0,0,198.33,0.6,1,Regular,
2017-07-21,201707,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014828,9AT,Q5LH,210231,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR44033,0015618154,20T220170721000127,"M""@TER$ BEYANI  ARACA YOL YARDIM YAPILACAK ARACA YOL YARDIMA GIDILDIARACIN SANZIMAN LAMBASI YANIYOR",00401,Distorted,2017-07-03,2016-12-07,981,TUR,Turkey,0,21.38,300.0,31.73,21.56,23.35,0,398.04,0.6,1,Regular,
2017-07-26,201707,2017,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870HU002089,9AT,Q5LH,262873,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR34153,0015684357,20T220170726000668,ARA[ @ANZIMAN ALT KISMINDAN YAG KACIRIYOR,00401,Distorted,2017-07-21,2017-04-24,471,TUR,Turkey,0,21.43,150.44,31.78,21.6,0.0,0,225.25,0.6,1,Regular,
2017-07-27,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532939,9AT,Q5LH,130891,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,3,JOH358 0,0015681167,202220170727000225,UNABLE TO ENGAGE/DISENGAGE PARK.,-----,,2017-07-20,2016-04-21,14944,GBR,United Kingdom,0,535.83,0.0,4242.12,930.71,0.0,0,5708.68,6.1,1,Regular,
2017-07-27,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532939,9AT,Q5LH,130891,6201,"KIT,AT-TRNS",062275LH000,"KIT,TRQ/CONV",1,3,JOH358 0,0015681167,202220170727000225,UNABLE TO ENGAGE/DISENGAGE PARK.,-----,,2017-07-20,2016-04-21,14944,GBR,United Kingdom,0,535.83,0.0,4242.12,930.71,0.0,0,5708.68,6.1,1,Regular,
2017-07-27,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532939,9AT,Q5LH,130891,6201,"KIT,AT-TRNS",062285J4000,"KIT,TRQ/CONV OIL",1,3,JOH358 0,0015681167,202220170727000225,UNABLE TO ENGAGE/DISENGAGE PARK.,-----,,2017-07-20,2016-04-21,14944,GBR,United Kingdom,0,535.83,0.0,4242.12,930.71,0.0,0,5708.68,6.1,1,Regular,
2017-07-28,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU505942,9AT,Q5LH,37124,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,5,262250,0015533153,207220170713000124,ACCOUS BOITE - VU PASCAL LEMAITRE IDEM,01102,Deteriorated,2017-06-09,2015-06-02,60143,FRA,France,0,541.35,146.31,4618.27,2462.92,0.0,0,7768.86,6.1,1,Regular,
2017-07-28,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU505942,9AT,Q5LH,37124,6201,"KIT,AT-TRNS",062275LH000,"KIT,TRQ/CONV",1,5,262250,0015533153,207220170713000124,ACCOUS BOITE - VU PASCAL LEMAITRE IDEM,01102,Deteriorated,2017-06-09,2015-06-02,60143,FRA,France,0,541.35,146.31,4618.27,2462.92,0.0,0,7768.86,6.1,1,Regular,
2017-07-28,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU511746,9AT,Q5LH,68670,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR07033,0015645867,20T220170720001002,"ARA[ GER$ VE ""ST V$TESLERE GE[M$YOR,V$TES KONUM G#STERGES$ YANIP S#N""YOR @$KAYET$ $LE GELM$@T$R.YAPILAN KONTROLLERDE ARIZA KODUNDAN YOLA CIKILARAK KATOLOGTAK$ YOL $ZLEND$ SONU[ OLARAK SANZUMAN DE]$@$M$ OLARAK CIKMAKTADIR. @ANZUMANIN DE]$@T$R$LMES$ GEREK$YOR.",00401,Distorted,2017-07-01,2015-08-28,20174,TUR,Turkey,0,218.54,0.0,4044.02,2748.31,0.0,0,7010.88,6.1,1,Regular,
2017-07-28,201707,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU517287,9AT,Q5LH,77992,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,2,TR35023,0015455312,20T220170715000003,MEKANIK KONTROLLER YAPILACAK ARA[ HAREKET ETMIYOR,00401,Distorted,2017-05-05,2015-10-22,5834,TUR,Turkey,0,218.54,0.0,4062.51,2760.88,0.0,0,7041.93,6.1,1,Regular,
